CO_MUNICIPIO;UF;N_EQUIPES;TIPOS;NO_MUNICIPIO;POPULACAO;EQUIPES_POR_100K
410630;PR;1;EMAD II;Corbélia;;
410650;PR;1;EMAD II;Coronel Vivida;;
410690;PR;22;EMAD I, EMAP;Curitiba;;
410765;PR;1;EMAD I;Fazenda Rio Grande;;
410830;PR;4;EMAD I, EMAP;Foz do Iguaçu;;
410840;PR;1;EMAD I;Francisco Beltrão;;
410860;PR;2;EMAD II, EMAP;Goioerê;;
410940;PR;3;EMAD I, EMAP;Guarapuava;;
410965;PR;1;EMAP-R;Honório Serpa;;
411370;PR;4;EMAD I, EMAP;Londrina;;
411460;PR;2;EMAD I, EMAP;Marechal Cândido Rondon;;
411520;PR;3;EMAD I, EMAP;Maringá;;
411770;PR;2;EMAD II, EMAP;Palmeira;;
411790;PR;2;EMAD II, EMAP;Palotina;;
411840;PR;1;EMAD I;Paranavaí;;
411915;PR;1;EMAD I;Pinhais;;
411990;PR;2;EMAD I, EMAP;Ponta Grossa;;
412090;PR;1;EMAD II;Quedas do Iguaçu;;
412240;PR;1;EMAD I;Rolândia;;
412405;PR;2;EMAD II, EMAP;Santa Terezinha de Itaipu;;
412440;PR;2;EMAD II, EMAP;Santo Antônio do Sudoeste;;
412550;PR;5;EMAD I, EMAD II, EMAP;São José dos Pinhais;;
412665;PR;1;EMAP-R;Sulina;;
412690;PR;1;EMAP-R;Tapira;;
412770;PR;2;EMAD I, EMAP;Toledo;;
412780;PR;1;EMAP-R;Tomazina;;
412800;PR;2;EMAD II, EMAP;Ubiratã;;
420140;SC;1;EMAD I;Araranguá;;
420230;SC;1;EMAD I;Biguaçu;;
420240;SC;4;EMAD I, EMAP;Blumenau;;
420280;SC;2;EMAD II, EMAP;Braço do Norte;;
420290;SC;2;EMAD I, EMAP;Brusque;;
420395;SC;1;EMAD II;Capivari de Baixo;;
420420;SC;3;EMAD I, EMAP;Chapecó;;
420460;SC;3;EMAD I, EMAP;Criciúma;;
420590;SC;1;EMAD I;Gaspar;;
420700;SC;2;EMAD I, EMAP;Içara;;
420730;SC;2;EMAD I, EMAP;Imbituba;;
420750;SC;1;EMAD I;Indaial;;
420830;SC;1;EMAD I;Itapema;;
420880;SC;2;EMAD II, EMAP;Jaguaruna;;
420890;SC;1;EMAD I;Jaraguá do Sul;;
420910;SC;3;EMAD I, EMAP;Joinville;;
420930;SC;3;EMAD I, EMAP;Lages;;
421050;SC;1;EMAD II;Maravilha;;
421170;SC;1;EMAD II;Orleans;;
421190;SC;3;EMAD I, EMAP;Palhoça;;
421320;SC;1;EMAD II;Pomerode;;
421570;SC;1;EMAD II;Santo Amaro da Imperatriz;;
421630;SC;1;EMAD II;São João Batista;;
421770;SC;1;EMAD II;Sombrio;;
421820;SC;1;EMAD I;Timbó;;
421915;SC;1;EMAD II;Vargem;;
421930;SC;2;EMAD I, EMAP;Videira;;
421950;SC;1;EMAD I;Xanxerê;;
430087;RS;1;EMAP-R;Araricá;;
430160;RS;1;EMAD I;Bagé;;
430210;RS;2;EMAD I, EMAP;Bento Gonçalves;;
430390;RS;2;EMAD I, EMAP;Campo Bom;;
430440;RS;1;EMAD I;Canela;;
430460;RS;3;EMAD I, EMAP;Canoas;;
430463;RS;1;EMAD I;Capão da Canoa;;
430466;RS;1;EMAD II;Capão do Leão;;
430510;RS;1;EMAD I;Caxias do Sul;;
430535;RS;1;EMAD II;Charqueadas;;
430597;RS;1;EMAP;Coxilha;;
430660;RS;1;EMAD II;Dom Pedrito;;
430676;RS;1;EMAD I;Eldorado do Sul;;
430700;RS;1;EMAD I;Erechim;;
430750;RS;1;EMAD II;Espumoso;;
430760;RS;2;EMAD I, EMAP;Estância Velha;;
430770;RS;1;EMAD I;Esteio;;
430910;RS;1;EMAD I;Gramado;;
430930;RS;1;EMAD I;Guaíba;;
430940;RS;2;EMAD II, EMAP;Guaporé;;
431033;RS;1;EMAD II;Imbé;;
431240;RS;2;EMAD I, EMAP;Montenegro;;
431337;RS;1;EMAD II;Nova Santa Rita;;
431340;RS;3;EMAD I, EMAP;Novo Hamburgo;;
431405;RS;1;EMAD I;Parobé;;
431440;RS;6;EMAD I, EMAP;Pelotas;;
431450;RS;1;EMAD II;Pinheiro Machado;;
431490;RS;21;EMAD I, EMAP;Porto Alegre;;
431530;RS;1;EMAD II;Quaraí;;
431570;RS;1;EMAD II;Rio Pardo;;
431680;RS;2;EMAD I, EMAP;Santa Cruz do Sul;;
431720;RS;1;EMAD I;Santa Rosa;;
431760;RS;1;EMAD I;Santo Antônio da Patrulha;;
431800;RS;1;EMAD I;São Borja;;
431850;RS;1;EMAD II;São José do Norte;;
431870;RS;1;EMAD I;São Leopoldo;;
431950;RS;1;EMAD II;São Sebastião do Caí;;
432000;RS;1;EMAD I;Sapucaia do Sul;;
432120;RS;1;EMAD I;Taquara;;
432160;RS;1;EMAD I;Tramandaí;;
432260;RS;2;EMAD I, EMAP;Venâncio Aires;;
432300;RS;2;EMAD I, EMAP;Viamão;;
432380;RS;1;EMAP-R;Xangri-lá;;
500070;MS;2;EMAD II, EMAP;Anastácio;;
500110;MS;2;EMAD I, EMAP;Aquidauana;;
500270;MS;8;EMAD I, EMAP;Campo Grande;;
500320;MS;2;EMAD I, EMAP;Corumbá;;
500330;MS;2;EMAD II, EMAP;Coxim;;
500370;MS;1;EMAD I;Dourados;;
500570;MS;1;EMAD I;Naviraí;;
500660;MS;1;EMAD I;Ponta Porã;;
500769;MS;2;EMAD II, EMAP;São Gabriel do Oeste;;
500830;MS;2;EMAD I, EMAP;Três Lagoas;;
510025;MT;1;EMAD I;Alta Floresta;;
510180;MT;2;EMAD I, EMAP;Barra do Garças;;
510267;MT;2;EMAD II, EMAP;Campo Verde;;
510335;MT;1;EMAD II;Confresa;;
510340;MT;8;EMAD I, EMAP;Cuiabá;;
510350;MT;1;EMAD II;Diamantino;;
510630;MT;2;EMAD II, EMAP;Paranatinga;;
510704;MT;2;EMAD I, EMAP;Primavera do Leste;;
510760;MT;2;EMAD I, EMAP;Rondonópolis;;
510840;MT;2;EMAD I, EMAP;Várzea Grande;;
510890;MT;1;EMAP;Nova Maringá;;
520010;GO;2;EMAD II, EMAP;Abadiânia;;
520013;GO;2;EMAD II, EMAP;Acreúna;;
520025;GO;3;EMAD I, EMAP;Águas Lindas de Goiás;;
520030;GO;2;EMAD II, EMAP;Alexânia;;
520110;GO;4;EMAD I, EMAP;Anápolis;;
520130;GO;2;EMAD II, EMAP;Anicuns;;
520140;GO;4;EMAD I, EMAP;Aparecida de Goiânia;;
520170;GO;2;EMAD II, EMAP;Aragarças;;
520330;GO;2;EMAD II, EMAP;Bela Vista de Goiás;;
520350;GO;2;EMAD II, EMAP;Bom Jesus de Goiás;;
520450;GO;2;EMAD I, EMAP;Caldas Novas;;
520470;GO;1;EMAP-R;Campinorte;;
520540;GO;2;EMAD II, EMAP;Ceres;;
520545;GO;2;EMAD II, EMAP;Cezarina;;
520549;GO;1;EMAD I;Cidade Ocidental;;
520551;GO;2;EMAD II, EMAP;Cocalzinho de Goiás;;
520620;GO;2;EMAD I, EMAP;Cristalina;;
520640;GO;1;EMAD II;Crixás;;
520735;GO;2;EMAD II, EMAP;Edealina;;
520790;GO;2;EMAD II, EMAP;Flores de Goiás;;
520800;GO;2;EMAD I, EMAP;Formosa;;
520860;GO;2;EMAD I, EMAP;Goianésia;;
520870;GO;13;EMAD I, EMAP;Goiânia;;
520880;GO;2;EMAD I, EMAP;Goianira;;
520890;GO;2;EMAD II, EMAP;Goiás;;
520910;GO;2;EMAD II, EMAP;Goiatuba;;
520920;GO;2;EMAD II, EMAP;Guapó;;
520970;GO;1;EMAD II;Hidrolândia;;
520995;GO;2;EMAD II, EMAP;Indiara;;
521000;GO;2;EMAD I, EMAP;Inhumas;;
521010;GO;2;EMAD II, EMAP;Ipameri;;
521040;GO;2;EMAD I, EMAP;Itaberaí;;
521090;GO;2;EMAD II, EMAP;Itapaci;;
521120;GO;2;EMAD II, EMAP;Itapuranga;;
521150;GO;1;EMAD I;Itumbiara;;
521180;GO;1;EMAD I;Jaraguá;;
521190;GO;2;EMAD I, EMAP;Jataí;;
521250;GO;3;EMAD I, EMAP;Luziânia;;
521308;GO;1;EMAD II;Minaçu;;
521310;GO;2;EMAD I, EMAP;Mineiros;;
521375;GO;1;EMAP-R;Montividiu;;
521380;GO;2;EMAD I, EMAP;Morrinhos;;
521450;GO;2;EMAD II, EMAP;Nerópolis;;
521460;GO;2;EMAD I, EMAP;Niquelândia;;
521523;GO;3;EMAD I, EMAP;Novo Gama;;
521525;GO;1;EMAP;Novo Planalto;;
521560;GO;2;EMAD II, EMAP;Padre Bernardo;;
521570;GO;2;EMAD II, EMAP;Palmeiras de Goiás;;
521640;GO;1;EMAP-R;Paraúna;;
521710;GO;2;EMAD II, EMAP;Piracanjuba;;
521730;GO;2;EMAD II, EMAP;Pirenópolis;;
521740;GO;2;EMAD II, EMAP;Pires do Rio;;
521760;GO;2;EMAD I, EMAP;Planaltina;;
521800;GO;1;EMAD I;Porangatu;;
521830;GO;1;EMAD II;Posse;;
521850;GO;2;EMAD I, EMAP;Quirinópolis;;
521880;GO;4;EMAD I, EMAP;Rio Verde;;
521890;GO;2;EMAD II, EMAP;Rubiataba;;
521930;GO;2;EMAD II, EMAP;Santa Helena de Goiás;;
522000;GO;2;EMAD II, EMAP;São João d'Aliança;;
522010;GO;2;EMAD II, EMAP;São Luís de Montes Belos;;
522020;GO;2;EMAD II, EMAP;São Miguel do Araguaia;;
522040;GO;2;EMAD II, EMAP;São Simão;;
522060;GO;1;EMAD II;Silvânia;;
522140;GO;2;EMAD I, EMAP;Trindade;;
522160;GO;2;EMAD I, EMAP;Uruaçu;;
522185;GO;3;EMAD I, EMAP;Valparaíso de Goiás;;
530010;DF;27;EMAD I, EMAP;Brasília;;
